Dec 14 04:41:43.854 INFO configured Copa, delta_mode: Auto, default_delta: 0.25, init_cwnd: 0, ipc: netlink
Dec 14 04:41:43.854 INFO starting CCP, ipc: netlink, algorithm: copa
Dec 14 04:42:56.647 DEBG creating new flow, dst_port: 20756, dst_ip: 16793700, src_port: 46823, src_ip: 67125348, mss: 1448, init_cwnd: 14480, sid: 1
Dec 14 04:42:56.648 INFO starting copa flow, sock_id: 1
Dec 14 04:42:57.031 DEBG got ack, report_interval: 3018656382057, mode: const, velocity: 1, base_rtt: 125240, min_rtt: 125240, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 10, acked(pkts): 1
Dec 14 04:43:05.251 DEBG got ack, report_interval: 57265, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 116, acked(pkts): 0
Dec 14 04:43:05.309 DEBG got ack, report_interval: 57590, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 112370, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 112, acked(pkts): 112
Dec 14 04:43:05.364 DEBG got ack, report_interval: 55430, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 112, acked(pkts): 0
Dec 14 04:43:05.420 DEBG got ack, report_interval: 56274, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 113779, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 108, acked(pkts): 112
Dec 14 04:43:05.476 DEBG got ack, report_interval: 55862, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 108, acked(pkts): 0
Dec 14 04:43:05.533 DEBG got ack, report_interval: 56674, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 112740, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 105, acked(pkts): 87
Dec 14 04:43:05.588 DEBG got ack, report_interval: 55504, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 105, acked(pkts): 0
Dec 14 04:43:05.644 DEBG got ack, report_interval: 55474, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 134273, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 102, acked(pkts): 93
Dec 14 04:43:05.703 DEBG got ack, report_interval: 59322, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 102, acked(pkts): 0
Dec 14 04:43:05.760 DEBG got ack, report_interval: 56942, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 134186, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 99, acked(pkts): 85
Dec 14 04:43:05.816 DEBG got ack, report_interval: 55895, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 99, acked(pkts): 0
Dec 14 04:43:05.873 DEBG got ack, report_interval: 57071, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 133923, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 95, acked(pkts): 80
Dec 14 04:43:05.931 DEBG got ack, report_interval: 57810, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 95, acked(pkts): 0
Dec 14 04:43:05.994 DEBG got ack, report_interval: 63653, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 133011, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 92, acked(pkts): 89
Dec 14 04:43:06.051 DEBG got ack, report_interval: 56308, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 92, acked(pkts): 0
Dec 14 04:43:06.108 DEBG got ack, report_interval: 56843, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 132369, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 88, acked(pkts): 84
Dec 14 04:43:06.164 DEBG got ack, report_interval: 56796, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 88, acked(pkts): 0
Dec 14 04:43:06.220 DEBG got ack, report_interval: 55396, mode: const, velocity: 2, base_rtt: 107671, min_rtt: 131992, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 82, acked(pkts): 75
Dec 14 04:43:06.276 DEBG got ack, report_interval: 55996, mode: const, velocity: 2, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 82, acked(pkts): 0
Dec 14 04:43:06.333 DEBG got ack, report_interval: 57461, mode: const, velocity: 2, base_rtt: 107671, min_rtt: 131754, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 75, acked(pkts): 69
Dec 14 04:43:06.389 DEBG got ack, report_interval: 56037, mode: const, velocity: 2, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 75, acked(pkts): 0
Dec 14 04:43:06.447 DEBG got ack, report_interval: 57603, mode: const, velocity: 2, base_rtt: 107671, min_rtt: 131975, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 68, acked(pkts): 70
Dec 14 04:43:06.504 DEBG got ack, report_interval: 57018, mode: const, velocity: 2, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 68, acked(pkts): 0
Dec 14 04:43:06.560 DEBG got ack, report_interval: 56190, mode: const, velocity: 4, base_rtt: 107671, min_rtt: 129675, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 54, acked(pkts): 61
Dec 14 04:43:06.617 DEBG got ack, report_interval: 56455, mode: const, velocity: 4, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 54, acked(pkts): 0
Dec 14 04:43:06.674 DEBG got ack, report_interval: 57409, mode: const, velocity: 4, base_rtt: 107671, min_rtt: 129790, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 38, acked(pkts): 54
Dec 14 04:43:06.730 DEBG got ack, report_interval: 55841, mode: const, velocity: 4, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 38, acked(pkts): 0
Dec 14 04:43:06.786 DEBG got ack, report_interval: 56141, mode: const, velocity: 4, base_rtt: 107671, min_rtt: 130188, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 22, acked(pkts): 46
Dec 14 04:43:06.864 DEBG got ack, report_interval: 78075, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 131527, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 9, acked(pkts): 10
Dec 14 04:43:06.919 DEBG got ack, report_interval: 55157, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 9, acked(pkts): 0
Dec 14 04:43:07.036 DEBG got ack, report_interval: 116343, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 130651, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 13, acked(pkts): 30
Dec 14 04:43:07.168 DEBG got ack, report_interval: 132148, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 130850, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 16, acked(pkts): 10
Dec 14 04:43:07.300 DEBG got ack, report_interval: 132538, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 131032, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 20, acked(pkts): 14
Dec 14 04:43:07.431 DEBG got ack, report_interval: 130470, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 129327, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 23, acked(pkts): 16
Dec 14 04:43:07.490 DEBG got ack, report_interval: 59484, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 23, acked(pkts): 0
Dec 14 04:43:07.562 DEBG got ack, report_interval: 72098, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 129112, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 26, acked(pkts): 20
Dec 14 04:43:07.621 DEBG got ack, report_interval: 58282, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 26, acked(pkts): 0
Dec 14 04:43:07.694 DEBG got ack, report_interval: 73942, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 128235, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 23, acked(pkts): 23
Dec 14 04:43:07.751 DEBG got ack, report_interval: 56717, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 23, acked(pkts): 0
Dec 14 04:43:07.825 DEBG got ack, report_interval: 73774, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 128203, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 27, acked(pkts): 26
Dec 14 04:43:07.883 DEBG got ack, report_interval: 57877, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 27, acked(pkts): 0
Dec 14 04:43:07.955 DEBG got ack, report_interval: 72030, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 128004, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 23, acked(pkts): 22
Dec 14 04:43:08.013 DEBG got ack, report_interval: 58388, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 23, acked(pkts): 0
Dec 14 04:43:08.084 DEBG got ack, report_interval: 70562, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 127795, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 27, acked(pkts): 26
Dec 14 04:43:08.140 DEBG got ack, report_interval: 56636, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 27, acked(pkts): 0
Dec 14 04:43:08.213 DEBG got ack, report_interval: 72219, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 126047, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 24, acked(pkts): 24
Dec 14 04:43:08.270 DEBG got ack, report_interval: 57048, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 24, acked(pkts): 0
Dec 14 04:43:08.340 DEBG got ack, report_interval: 70344, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 126239, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 28, acked(pkts): 28
Dec 14 04:43:08.396 DEBG got ack, report_interval: 55581, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 28, acked(pkts): 0
Dec 14 04:43:08.467 DEBG got ack, report_interval: 71312, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 124785, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 24
Dec 14 04:43:08.524 DEBG got ack, report_interval: 57114, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 0
Dec 14 04:43:08.594 DEBG got ack, report_interval: 69573, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 125188, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 28, acked(pkts): 28
Dec 14 04:43:08.650 DEBG got ack, report_interval: 56316, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 28, acked(pkts): 0
Dec 14 04:43:08.719 DEBG got ack, report_interval: 68826, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 122762, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 32, acked(pkts): 32
Dec 14 04:43:08.775 DEBG got ack, report_interval: 56173, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 32, acked(pkts): 0
Dec 14 04:43:08.844 DEBG got ack, report_interval: 68997, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 122807, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 35, acked(pkts): 28
Dec 14 04:43:08.899 DEBG got ack, report_interval: 55020, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 35, acked(pkts): 0
Dec 14 04:43:08.969 DEBG got ack, report_interval: 70485, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 122531, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 32, acked(pkts): 32
Dec 14 04:43:09.026 DEBG got ack, report_interval: 57045, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 32, acked(pkts): 0
Dec 14 04:43:09.092 DEBG got ack, report_interval: 65584, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 119773, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 36, acked(pkts): 34
Dec 14 04:43:09.149 DEBG got ack, report_interval: 56803, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 36, acked(pkts): 0
Dec 14 04:43:09.214 DEBG got ack, report_interval: 65600, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 120485, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 39, acked(pkts): 32
Dec 14 04:43:09.272 DEBG got ack, report_interval: 57154, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 39, acked(pkts): 0
Dec 14 04:43:09.335 DEBG got ack, report_interval: 63180, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 119187, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 43, acked(pkts): 36
Dec 14 04:43:09.393 DEBG got ack, report_interval: 57807, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 43, acked(pkts): 0
Dec 14 04:43:09.455 DEBG got ack, report_interval: 62069, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 118487, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 46, acked(pkts): 38
Dec 14 04:43:09.513 DEBG got ack, report_interval: 58092, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 46, acked(pkts): 0
Dec 14 04:43:09.575 DEBG got ack, report_interval: 62506, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 118393, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 43, acked(pkts): 42
Dec 14 04:43:09.633 DEBG got ack, report_interval: 57516, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 43, acked(pkts): 0
Dec 14 04:43:09.695 DEBG got ack, report_interval: 62135, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 117099, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 47, acked(pkts): 46
Dec 14 04:43:09.752 DEBG got ack, report_interval: 56738, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 47, acked(pkts): 0
Dec 14 04:43:09.812 DEBG got ack, report_interval: 60664, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 115843, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 50, acked(pkts): 42
Dec 14 04:43:09.868 DEBG got ack, report_interval: 55885, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 50, acked(pkts): 0
Dec 14 04:43:09.930 DEBG got ack, report_interval: 61426, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 115987, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 54, acked(pkts): 46
Dec 14 04:43:09.985 DEBG got ack, report_interval: 55541, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 54, acked(pkts): 0
Dec 14 04:43:10.047 DEBG got ack, report_interval: 62076, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 115930, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 57, acked(pkts): 51
Dec 14 04:43:10.104 DEBG got ack, report_interval: 57084, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 57, acked(pkts): 0
Dec 14 04:43:10.162 DEBG got ack, report_interval: 57878, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 113823, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 61, acked(pkts): 52
Dec 14 04:43:10.219 DEBG got ack, report_interval: 56899, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 61, acked(pkts): 0
Dec 14 04:43:10.278 DEBG got ack, report_interval: 59308, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 114844, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 65, acked(pkts): 58
Dec 14 04:43:10.336 DEBG got ack, report_interval: 57157, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 65, acked(pkts): 0
Dec 14 04:43:10.394 DEBG got ack, report_interval: 58785, mode: const, velocity: 2, base_rtt: 107671, min_rtt: 113744, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 72, acked(pkts): 60
Dec 14 04:43:10.450 DEBG got ack, report_interval: 55702, mode: const, velocity: 2, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 72, acked(pkts): 0
Dec 14 04:43:10.511 DEBG got ack, report_interval: 60486, mode: const, velocity: 2, base_rtt: 107671, min_rtt: 113857, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 79, acked(pkts): 65
Dec 14 04:43:10.567 DEBG got ack, report_interval: 56364, mode: const, velocity: 2, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 79, acked(pkts): 0
Dec 14 04:43:10.626 DEBG got ack, report_interval: 59339, mode: const, velocity: 4, base_rtt: 107671, min_rtt: 111861, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 93, acked(pkts): 72
Dec 14 04:43:10.682 DEBG got ack, report_interval: 55459, mode: const, velocity: 4, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 93, acked(pkts): 0
Dec 14 04:43:10.737 DEBG got ack, report_interval: 55598, mode: const, velocity: 4, base_rtt: 107671, min_rtt: 109900, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 106, acked(pkts): 78
Dec 14 04:43:10.793 DEBG got ack, report_interval: 55815, mode: const, velocity: 4, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 106, acked(pkts): 0
Dec 14 04:43:10.851 DEBG got ack, report_interval: 57739, mode: const, velocity: 8, base_rtt: 107671, min_rtt: 107917, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 134, acked(pkts): 95
Dec 14 04:43:10.906 DEBG got ack, report_interval: 55387, mode: const, velocity: 8, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 134, acked(pkts): 0
Dec 14 04:43:10.964 DEBG got ack, report_interval: 57657, mode: const, velocity: 8, base_rtt: 107671, min_rtt: 108194, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 160, acked(pkts): 108
Dec 14 04:43:11.020 DEBG got ack, report_interval: 56450, mode: const, velocity: 8, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 160, acked(pkts): 0
Dec 14 04:43:11.077 DEBG got ack, report_interval: 57044, mode: const, velocity: 16, base_rtt: 107671, min_rtt: 110249, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 204, acked(pkts): 113
Dec 14 04:43:11.133 DEBG got ack, report_interval: 55953, mode: const, velocity: 16, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 204, acked(pkts): 0
Dec 14 04:43:11.189 DEBG got ack, report_interval: 55313, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 133403, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 202, acked(pkts): 112
Dec 14 04:43:11.245 DEBG got ack, report_interval: 56401, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 202, acked(pkts): 0
Dec 14 04:43:11.300 DEBG got ack, report_interval: 55200, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 157451, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 200, acked(pkts): 111
Dec 14 04:43:11.357 DEBG got ack, report_interval: 57107, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 200, acked(pkts): 0
Dec 14 04:43:11.413 DEBG got ack, report_interval: 55542, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 195910, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 197, acked(pkts): 114
Dec 14 04:43:11.468 DEBG got ack, report_interval: 55077, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 197, acked(pkts): 0
Dec 14 04:43:11.525 DEBG got ack, report_interval: 56980, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 197862, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 195, acked(pkts): 111
Dec 14 04:43:11.580 DEBG got ack, report_interval: 55253, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 195, acked(pkts): 0
Dec 14 04:43:11.637 DEBG got ack, report_interval: 56975, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 193033, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 193, acked(pkts): 113
Dec 14 04:43:11.692 DEBG got ack, report_interval: 55053, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 193, acked(pkts): 0
Dec 14 04:43:11.750 DEBG got ack, report_interval: 57244, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 193767, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 191, acked(pkts): 112
Dec 14 04:43:11.805 DEBG got ack, report_interval: 55357, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 191, acked(pkts): 0
Dec 14 04:43:11.862 DEBG got ack, report_interval: 57215, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 189806, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 188, acked(pkts): 113
Dec 14 04:43:11.919 DEBG got ack, report_interval: 56448, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 188, acked(pkts): 0
Dec 14 04:43:11.975 DEBG got ack, report_interval: 56309, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 186423, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 186, acked(pkts): 112
Dec 14 04:43:12.031 DEBG got ack, report_interval: 55774, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 186, acked(pkts): 0
Dec 14 04:43:12.087 DEBG got ack, report_interval: 56577, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 185262, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 184, acked(pkts): 113
Dec 14 04:43:12.144 DEBG got ack, report_interval: 57215, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 184, acked(pkts): 0
Dec 14 04:43:12.201 DEBG got ack, report_interval: 56884, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 182787, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 181, acked(pkts): 113
Dec 14 04:43:12.257 DEBG got ack, report_interval: 56017, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 181, acked(pkts): 0
Dec 14 04:43:12.313 DEBG got ack, report_interval: 55282, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 179941, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 179, acked(pkts): 112
Dec 14 04:43:12.368 DEBG got ack, report_interval: 55920, mode: const, velocity: 1, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 179, acked(pkts): 0
Dec 14 04:43:12.424 DEBG got ack, report_interval: 55130, mode: const, velocity: 2, base_rtt: 107671, min_rtt: 178310, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 174, acked(pkts): 111
Dec 14 04:43:12.479 DEBG got ack, report_interval: 55713, mode: const, velocity: 2, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 174, acked(pkts): 0
Dec 14 04:43:12.535 DEBG got ack, report_interval: 55605, mode: const, velocity: 2, base_rtt: 107671, min_rtt: 174823, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 169, acked(pkts): 112
Dec 14 04:43:12.591 DEBG got ack, report_interval: 55650, mode: const, velocity: 2, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 169, acked(pkts): 0
Dec 14 04:43:12.648 DEBG got ack, report_interval: 57238, mode: const, velocity: 2, base_rtt: 107671, min_rtt: 169894, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 164, acked(pkts): 112
Dec 14 04:43:12.703 DEBG got ack, report_interval: 55641, mode: const, velocity: 2, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 164, acked(pkts): 0
Dec 14 04:43:12.760 DEBG got ack, report_interval: 56317, mode: const, velocity: 4, base_rtt: 107671, min_rtt: 164341, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 153, acked(pkts): 112
Dec 14 04:43:12.816 DEBG got ack, report_interval: 56274, mode: const, velocity: 4, base_rtt: 107671, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 153, acked(pkts): 0
