Dec 14 04:39:51.366 INFO configured Copa, delta_mode: Auto, default_delta: 0.25, init_cwnd: 0, ipc: netlink
Dec 14 04:39:51.366 INFO starting CCP, ipc: netlink, algorithm: copa
Dec 14 04:40:08.541 DEBG creating new flow, dst_port: 20756, dst_ip: 16793700, src_port: 44775, src_ip: 67125348, mss: 1448, init_cwnd: 14480, sid: 1
Dec 14 04:40:08.542 INFO starting copa flow, sock_id: 1
Dec 14 04:40:08.608 DEBG got ack, report_interval: 3018487959440, mode: const, velocity: 1, base_rtt: 24200, min_rtt: 24200, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 10, acked(pkts): 1
Dec 14 04:40:12.764 DEBG got ack, report_interval: 13029, mode: const, velocity: 1, base_rtt: 21956, min_rtt: 22788, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 33, acked(pkts): 26
Dec 14 04:40:12.777 DEBG got ack, report_interval: 12767, mode: const, velocity: 1, base_rtt: 21956, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 33, acked(pkts): 0
Dec 14 04:40:12.790 DEBG got ack, report_interval: 12524, mode: const, velocity: 1, base_rtt: 21956, min_rtt: 24798, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 36, acked(pkts): 26
Dec 14 04:40:12.803 DEBG got ack, report_interval: 13674, mode: const, velocity: 1, base_rtt: 21956, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 36, acked(pkts): 0
Dec 14 04:40:12.817 DEBG got ack, report_interval: 13956, mode: const, velocity: 1, base_rtt: 21956, min_rtt: 25314, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 33, acked(pkts): 28
Dec 14 04:40:12.830 DEBG got ack, report_interval: 12907, mode: const, velocity: 1, base_rtt: 21956, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 33, acked(pkts): 0
Dec 14 04:40:12.843 DEBG got ack, report_interval: 13379, mode: const, velocity: 1, base_rtt: 21956, min_rtt: 28925, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 30, acked(pkts): 26
Dec 14 04:40:12.856 DEBG got ack, report_interval: 12481, mode: const, velocity: 1, base_rtt: 21956, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 30, acked(pkts): 0
Dec 14 04:40:12.871 DEBG got ack, report_interval: 15085, mode: const, velocity: 1, base_rtt: 21956, min_rtt: 29237, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 27, acked(pkts): 27
Dec 14 04:40:12.884 DEBG got ack, report_interval: 12974, mode: const, velocity: 1, base_rtt: 21956, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 27, acked(pkts): 0
Dec 14 04:40:12.897 DEBG got ack, report_interval: 12766, mode: const, velocity: 1, base_rtt: 21956, min_rtt: 26867, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 23, acked(pkts): 26
Dec 14 04:40:12.910 DEBG got ack, report_interval: 12979, mode: const, velocity: 1, base_rtt: 21956, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 23, acked(pkts): 0
Dec 14 04:40:12.922 DEBG got ack, report_interval: 12718, mode: const, velocity: 1, base_rtt: 21956, min_rtt: 22525, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 27, acked(pkts): 26
Dec 14 04:40:12.935 DEBG got ack, report_interval: 12800, mode: const, velocity: 1, base_rtt: 21956, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 27, acked(pkts): 0
Dec 14 04:40:12.948 DEBG got ack, report_interval: 13056, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 21942, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 30, acked(pkts): 24
Dec 14 04:40:12.962 DEBG got ack, report_interval: 13685, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 30, acked(pkts): 0
Dec 14 04:40:12.976 DEBG got ack, report_interval: 14119, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 23724, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 34, acked(pkts): 26
Dec 14 04:40:12.990 DEBG got ack, report_interval: 14031, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 25519, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 32, acked(pkts): 14
Dec 14 04:40:13.003 DEBG got ack, report_interval: 13030, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 32, acked(pkts): 0
Dec 14 04:40:13.016 DEBG got ack, report_interval: 12509, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 27107, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 29, acked(pkts): 26
Dec 14 04:40:13.030 DEBG got ack, report_interval: 14134, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 29, acked(pkts): 0
Dec 14 04:40:13.044 DEBG got ack, report_interval: 13780, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 29084, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 25, acked(pkts): 28
Dec 14 04:40:13.056 DEBG got ack, report_interval: 12477, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 25, acked(pkts): 0
Dec 14 04:40:13.070 DEBG got ack, report_interval: 13812, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 26226, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 21, acked(pkts): 26
Dec 14 04:40:13.084 DEBG got ack, report_interval: 13964, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 21, acked(pkts): 0
Dec 14 04:40:13.101 DEBG got ack, report_interval: 16668, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 22116, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 25, acked(pkts): 26
Dec 14 04:40:13.113 DEBG got ack, report_interval: 12619, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 25, acked(pkts): 0
Dec 14 04:40:13.126 DEBG got ack, report_interval: 12858, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 22825, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 28, acked(pkts): 20
Dec 14 04:40:13.139 DEBG got ack, report_interval: 12919, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 28, acked(pkts): 0
Dec 14 04:40:13.153 DEBG got ack, report_interval: 14011, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 23113, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 32, acked(pkts): 26
Dec 14 04:40:13.167 DEBG got ack, report_interval: 12896, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 32, acked(pkts): 0
Dec 14 04:40:13.180 DEBG got ack, report_interval: 13750, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 22932, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 35, acked(pkts): 26
Dec 14 04:40:13.193 DEBG got ack, report_interval: 13110, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 35, acked(pkts): 0
Dec 14 04:40:13.207 DEBG got ack, report_interval: 13879, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 26662, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 32, acked(pkts): 28
Dec 14 04:40:13.220 DEBG got ack, report_interval: 13349, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 32, acked(pkts): 0
Dec 14 04:40:13.233 DEBG got ack, report_interval: 13218, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 27005, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 29, acked(pkts): 26
Dec 14 04:40:13.246 DEBG got ack, report_interval: 12704, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 29, acked(pkts): 0
Dec 14 04:40:13.258 DEBG got ack, report_interval: 12623, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 30186, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 25, acked(pkts): 26
Dec 14 04:40:13.272 DEBG got ack, report_interval: 13942, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 25, acked(pkts): 0
Dec 14 04:40:13.287 DEBG got ack, report_interval: 14117, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 25676, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 29, acked(pkts): 28
Dec 14 04:40:13.301 DEBG got ack, report_interval: 14116, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 22019, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 14
Dec 14 04:40:13.313 DEBG got ack, report_interval: 12600, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 0
Dec 14 04:40:13.326 DEBG got ack, report_interval: 13190, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 23192, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 34, acked(pkts): 26
Dec 14 04:40:13.339 DEBG got ack, report_interval: 12758, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 34, acked(pkts): 0
Dec 14 04:40:13.352 DEBG got ack, report_interval: 13029, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 25846, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 25
Dec 14 04:40:13.365 DEBG got ack, report_interval: 13107, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 0
Dec 14 04:40:13.380 DEBG got ack, report_interval: 14310, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 29326, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 28, acked(pkts): 26
Dec 14 04:40:13.394 DEBG got ack, report_interval: 14161, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 28, acked(pkts): 0
Dec 14 04:40:13.408 DEBG got ack, report_interval: 14199, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 29698, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 24, acked(pkts): 30
Dec 14 04:40:13.421 DEBG got ack, report_interval: 12835, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 24, acked(pkts): 0
Dec 14 04:40:13.434 DEBG got ack, report_interval: 13369, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 26956, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 20, acked(pkts): 26
Dec 14 04:40:13.447 DEBG got ack, report_interval: 12805, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 20, acked(pkts): 0
Dec 14 04:40:13.460 DEBG got ack, report_interval: 13208, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 22664, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 24, acked(pkts): 25
Dec 14 04:40:13.474 DEBG got ack, report_interval: 13984, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 22730, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 26, acked(pkts): 10
Dec 14 04:40:13.487 DEBG got ack, report_interval: 12753, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 26, acked(pkts): 0
Dec 14 04:40:13.501 DEBG got ack, report_interval: 13954, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 21994, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 29, acked(pkts): 24
Dec 14 04:40:13.515 DEBG got ack, report_interval: 13851, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 23237, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 14
Dec 14 04:40:13.528 DEBG got ack, report_interval: 12906, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 0
Dec 14 04:40:13.541 DEBG got ack, report_interval: 13130, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 22184, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 35, acked(pkts): 26
Dec 14 04:40:13.554 DEBG got ack, report_interval: 13078, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 35, acked(pkts): 0
Dec 14 04:40:13.567 DEBG got ack, report_interval: 13197, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 28496, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 32, acked(pkts): 26
Dec 14 04:40:13.581 DEBG got ack, report_interval: 14367, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 29970, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 30, acked(pkts): 14
Dec 14 04:40:13.594 DEBG got ack, report_interval: 12872, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 30, acked(pkts): 0
Dec 14 04:40:13.607 DEBG got ack, report_interval: 12582, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 29155, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 27, acked(pkts): 25
Dec 14 04:40:13.621 DEBG got ack, report_interval: 14510, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 26989, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 25, acked(pkts): 14
Dec 14 04:40:13.635 DEBG got ack, report_interval: 13518, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 25, acked(pkts): 0
Dec 14 04:40:13.649 DEBG got ack, report_interval: 13967, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 24040, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 29, acked(pkts): 29
Dec 14 04:40:13.661 DEBG got ack, report_interval: 12592, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 29, acked(pkts): 0
Dec 14 04:40:13.675 DEBG got ack, report_interval: 13052, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 22943, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 32, acked(pkts): 24
Dec 14 04:40:13.687 DEBG got ack, report_interval: 12740, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 32, acked(pkts): 0
Dec 14 04:40:13.700 DEBG got ack, report_interval: 12743, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 23271, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 35, acked(pkts): 26
Dec 14 04:40:13.714 DEBG got ack, report_interval: 14108, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 27722, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 33, acked(pkts): 14
Dec 14 04:40:13.726 DEBG got ack, report_interval: 12190, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 33, acked(pkts): 0
Dec 14 04:40:13.739 DEBG got ack, report_interval: 12915, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 29775, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 24
Dec 14 04:40:13.752 DEBG got ack, report_interval: 12703, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 0
Dec 14 04:40:13.766 DEBG got ack, report_interval: 14277, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 30151, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 27, acked(pkts): 28
Dec 14 04:40:13.779 DEBG got ack, report_interval: 12566, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 27, acked(pkts): 0
Dec 14 04:40:13.793 DEBG got ack, report_interval: 13671, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 26945, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 23, acked(pkts): 26
Dec 14 04:40:13.807 DEBG got ack, report_interval: 14133, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 23, acked(pkts): 0
Dec 14 04:40:13.819 DEBG got ack, report_interval: 12866, mode: const, velocity: 2, base_rtt: 21942, min_rtt: 24059, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 27, acked(pkts): 28
Dec 14 04:40:13.832 DEBG got ack, report_interval: 12821, mode: const, velocity: 2, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 27, acked(pkts): 0
Dec 14 04:40:13.846 DEBG got ack, report_interval: 13584, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 23379, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 24
Dec 14 04:40:13.859 DEBG got ack, report_interval: 13115, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 0
Dec 14 04:40:13.871 DEBG got ack, report_interval: 12363, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 24893, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 34, acked(pkts): 24
Dec 14 04:40:13.884 DEBG got ack, report_interval: 13131, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 34, acked(pkts): 0
Dec 14 04:40:13.898 DEBG got ack, report_interval: 13086, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 25900, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 26
Dec 14 04:40:13.910 DEBG got ack, report_interval: 12658, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 0
Dec 14 04:40:13.923 DEBG got ack, report_interval: 12950, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 28145, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 28, acked(pkts): 26
Dec 14 04:40:13.937 DEBG got ack, report_interval: 13938, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 28, acked(pkts): 0
Dec 14 04:40:13.950 DEBG got ack, report_interval: 12840, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 27997, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 24, acked(pkts): 28
Dec 14 04:40:13.964 DEBG got ack, report_interval: 14241, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 24530, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 26, acked(pkts): 14
Dec 14 04:40:13.977 DEBG got ack, report_interval: 12816, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 26, acked(pkts): 0
Dec 14 04:40:13.991 DEBG got ack, report_interval: 14289, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 23245, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 30, acked(pkts): 26
Dec 14 04:40:14.006 DEBG got ack, report_interval: 14285, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 23727, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 32, acked(pkts): 14
Dec 14 04:40:14.018 DEBG got ack, report_interval: 12984, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 32, acked(pkts): 0
Dec 14 04:40:14.033 DEBG got ack, report_interval: 14181, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 24573, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 35, acked(pkts): 28
Dec 14 04:40:14.047 DEBG got ack, report_interval: 14155, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 26681, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 33, acked(pkts): 14
Dec 14 04:40:14.060 DEBG got ack, report_interval: 12647, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 33, acked(pkts): 0
Dec 14 04:40:14.073 DEBG got ack, report_interval: 13532, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 28509, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 30, acked(pkts): 26
Dec 14 04:40:14.088 DEBG got ack, report_interval: 15108, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 30648, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 29, acked(pkts): 14
Dec 14 04:40:14.101 DEBG got ack, report_interval: 12711, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 29, acked(pkts): 0
Dec 14 04:40:14.114 DEBG got ack, report_interval: 13050, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 27792, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 25, acked(pkts): 26
Dec 14 04:40:14.127 DEBG got ack, report_interval: 12957, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 25, acked(pkts): 0
Dec 14 04:40:14.141 DEBG got ack, report_interval: 14271, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 26056, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 21, acked(pkts): 28
Dec 14 04:40:14.154 DEBG got ack, report_interval: 12804, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 21, acked(pkts): 0
Dec 14 04:40:14.168 DEBG got ack, report_interval: 13761, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 24005, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 25, acked(pkts): 24
Dec 14 04:40:14.181 DEBG got ack, report_interval: 12932, mode: const, velocity: 1, base_rtt: 21942, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 25, acked(pkts): 0
Dec 14 04:40:14.196 DEBG got ack, report_interval: 14938, mode: const, velocity: 1, base_rtt: 21934, min_rtt: 21934, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 29, acked(pkts): 22
Dec 14 04:40:14.208 DEBG got ack, report_interval: 12824, mode: const, velocity: 1, base_rtt: 21934, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 29, acked(pkts): 0
Dec 14 04:40:14.223 DEBG got ack, report_interval: 14353, mode: const, velocity: 1, base_rtt: 21934, min_rtt: 23438, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 32, acked(pkts): 27
Dec 14 04:40:14.235 DEBG got ack, report_interval: 12572, mode: const, velocity: 1, base_rtt: 21934, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 32, acked(pkts): 0
Dec 14 04:40:14.248 DEBG got ack, report_interval: 12641, mode: const, velocity: 1, base_rtt: 21934, min_rtt: 25072, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 29, acked(pkts): 24
Dec 14 04:40:14.262 DEBG got ack, report_interval: 13742, mode: const, velocity: 1, base_rtt: 21934, min_rtt: 24998, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 15
Dec 14 04:40:14.274 DEBG got ack, report_interval: 12624, mode: const, velocity: 1, base_rtt: 21934, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 0
Dec 14 04:40:14.287 DEBG got ack, report_interval: 12978, mode: const, velocity: 1, base_rtt: 21934, min_rtt: 27846, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 28, acked(pkts): 24
Dec 14 04:40:14.301 DEBG got ack, report_interval: 13833, mode: const, velocity: 1, base_rtt: 21934, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 28, acked(pkts): 0
Dec 14 04:40:14.314 DEBG got ack, report_interval: 12898, mode: const, velocity: 1, base_rtt: 21934, min_rtt: 28035, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 25, acked(pkts): 28
Dec 14 04:40:14.327 DEBG got ack, report_interval: 12657, mode: const, velocity: 1, base_rtt: 21934, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 25, acked(pkts): 0
Dec 14 04:40:14.340 DEBG got ack, report_interval: 12880, mode: const, velocity: 1, base_rtt: 21934, min_rtt: 25703, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 28, acked(pkts): 26
Dec 14 04:40:14.352 DEBG got ack, report_interval: 12644, mode: const, velocity: 1, base_rtt: 21934, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 28, acked(pkts): 0
Dec 14 04:40:14.365 DEBG got ack, report_interval: 13030, mode: const, velocity: 1, base_rtt: 21934, min_rtt: 21944, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 31, acked(pkts): 22
Dec 14 04:40:14.379 DEBG got ack, report_interval: 13908, mode: const, velocity: 1, base_rtt: 21934, min_rtt: 25621, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 30, acked(pkts): 14
Dec 14 04:40:14.392 DEBG got ack, report_interval: 12630, mode: const, velocity: 1, base_rtt: 21934, min_rtt: 0, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 30, acked(pkts): 0
Dec 14 04:40:14.405 DEBG got ack, report_interval: 12916, mode: const, velocity: 1, base_rtt: 21934, min_rtt: 25406, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 26, acked(pkts): 26
Dec 14 04:40:14.419 DEBG got ack, report_interval: 14220, mode: const, velocity: 1, base_rtt: 21934, min_rtt: 29477, delta: 0.25, sacked: 0, loss: 0, curr_cwnd (pkts): 24, acked(pkts): 14
